Local,Item,Id_campaña,Fecha_inicio,Fecha_termino
33,385,29,2018-01-02,2018-04-06
43,641,15,2017-03-23,2017-04-19
86,149,18,2017-02-22,2017-03-22
3,303,11,2017-03-23,2017-07-31
17,372,32,2018-03-22,2018-04-18
68,340,29,2018-01-02,2018-04-06
43,35,12,2017-03-15,2017-07-19
86,228,18,2017-02-22,2017-03-22
3,175,11,2017-03-23,2017-07-31
17,637,30,2018-03-01,2018-04-18
6,90,29,2018-01-02,2018-04-06
43,35,15,2017-03-23,2017-04-19
86,92,5,2017-03-26,2017-09-15
3,359,11,2017-03-23,2017-07-31
17,225,30,2018-03-01,2018-04-18
41,199,29,2018-01-02,2018-04-06
43,452,12,2017-03-15,2017-07-19
86,74,5,2017-03-26,2017-09-15
17,66,11,2017-03-23,2017-07-31
17,586,30,2018-03-01,2018-04-18
63,459,29,2018-01-02,2018-04-06
43,452,15,2017-03-23,2017-04-19
86,596,5,2017-03-26,2017-09-15
17,172,11,2017-03-23,2017-07-31
17,111,31,2018-03-01,2018-04-18
57,153,29,2018-01-02,2018-04-06
43,624,12,2017-03-15,2017-07-19
86,99,5,2017-03-26,2017-09-15
17,14,11,2017-03-23,2017-07-31
17,314,31,2018-03-01,2018-04-18
16,220,29,2018-01-02,2018-04-06
43,624,15,2017-03-23,2017-04-19
86,248,5,2017-03-26,2017-09-15
17,254,11,2017-03-23,2017-07-31
17,457,31,2018-03-01,2018-04-18
82,145,29,2018-01-02,2018-04-06
43,642,12,2017-03-15,2017-07-19
86,79,5,2017-03-26,2017-09-15
17,160,11,2017-03-23,2017-07-31
17,641,31,2018-03-01,2018-04-18
15,267,29,2018-01-02,2018-04-06
43,368,15,2017-03-23,2017-04-19
86,363,5,2017-03-26,2017-09-15
17,195,9,2017-09-01,2017-09-22
17,35,31,2018-03-01,2018-04-18
12,332,29,2018-01-02,2018-04-06
43,121,15,2017-03-23,2017-04-19
86,472,5,2017-03-26,2017-09-15
17,553,11,2017-03-23,2017-07-31
17,452,31,2018-03-01,2018-04-18
88,382,29,2018-01-02,2018-04-06
43,100,15,2017-03-23,2017-04-19
86,224,5,2017-03-26,2017-09-15
17,98,11,2017-03-23,2017-07-31
17,624,31,2018-03-01,2018-04-18
2,503,29,2018-01-02,2018-04-06
43,303,15,2017-03-23,2017-04-19
86,96,5,2017-03-26,2017-09-15
17,567,11,2017-03-23,2017-07-31
17,100,30,2018-03-01,2018-04-18
47,40,29,2018-01-02,2018-04-06
43,61,15,2017-03-23,2017-04-19
86,234,5,2017-03-26,2017-09-15
17,498,11,2017-03-23,2017-07-31
17,303,30,2018-03-01,2018-04-18
41,428,29,2018-01-02,2018-04-06
43,533,15,2017-03-23,2017-04-19
86,618,5,2017-03-26,2017-09-15
17,61,31,2018-03-01,2018-04-18
67,72,29,2018-01-02,2018-04-06
43,587,15,2017-03-23,2017-04-19
86,499,5,2017-03-26,2017-09-15
17,510,11,2017-03-23,2017-07-31
17,533,31,2018-03-01,2018-04-18
49,505,29,2018-01-02,2018-04-06
43,554,12,2017-03-15,2017-07-19
86,364,5,2017-03-26,2017-09-15
17,44,11,2017-03-23,2017-07-31
17,587,31,2018-03-01,2018-04-18
38,592,29,2018-01-02,2018-04-06
43,554,15,2017-03-23,2017-04-19
86,132,5,2017-03-26,2017-09-15
17,216,11,2017-03-23,2017-07-31
17,554,31,2018-03-01,2018-04-18
43,367,29,2018-01-02,2018-04-06
43,70,12,2017-03-15,2017-07-19
86,372,5,2017-03-26,2017-09-15
17,477,11,2017-03-23,2017-07-31
17,636,31,2018-03-01,2018-04-18
80,551,29,2018-01-02,2018-04-06
43,70,15,2017-03-23,2017-04-19
86,432,5,2017-03-26,2017-09-15
17,637,11,2017-03-23,2017-07-31
17,94,31,2018-03-01,2018-04-18
81,117,29,2018-01-02,2018-04-06
46,173,15,2017-03-23,2017-04-19
86,471,5,2017-03-26,2017-09-15
17,263,11,2017-03-23,2017-07-31
17,227,31,2018-03-01,2018-04-18
63,360,29,2018-01-02,2018-04-06
46,232,12,2017-03-15,2017-07-19
86,276,5,2017-03-26,2017-09-15
17,433,11,2017-03-23,2017-07-31
17,539,31,2018-03-01,2018-04-18
58,591,29,2018-01-02,2018-04-06
46,467,12,2017-03-15,2017-07-19
86,581,5,2017-03-26,2017-09-15
17,621,11,2017-03-23,2017-07-31
17,138,31,2018-03-01,2018-04-18
24,307,29,2018-01-02,2018-04-06
86,125,5,2017-03-26,2017-09-15
17,225,11,2017-03-23,2017-07-31
17,415,31,2018-03-01,2018-04-18
37,242,29,2018-01-02,2018-04-06
46,647,12,2017-03-15,2017-07-19
86,268,5,2017-03-26,2017-09-15
17,650,11,2017-03-23,2017-07-31
17,264,31,2018-03-01,2018-04-18
3,146,29,2018-01-02,2018-04-06
46,149,12,2017-03-15,2017-07-19
86,598,5,2017-03-26,2017-09-15
17,213,11,2017-03-23,2017-07-31
17,22,30,2018-03-01,2018-04-18
51,553,29,2018-01-02,2018-04-06
46,643,12,2017-03-15,2017-07-19
86,577,5,2017-03-26,2017-09-15
17,602,11,2017-03-23,2017-07-31
17,186,30,2018-03-01,2018-04-18
28,242,29,2018-01-02,2018-04-06
46,208,15,2017-03-23,2017-04-19
86,318,18,2017-02-22,2017-03-22
17,586,11,2017-03-23,2017-07-31
17,70,31,2018-03-01,2018-04-18
79,37,29,2018-01-02,2018-04-06
46,144,12,2017-03-15,2017-07-19
86,91,18,2017-02-22,2017-03-22
17,40,11,2017-03-23,2017-07-31
4,173,30,2018-03-01,2018-04-18
60,30,29,2018-01-02,2018-04-06
46,353,12,2017-03-15,2017-07-19
86,312,18,2017-02-22,2017-03-22
17,184,11,2017-03-23,2017-07-31
4,208,30,2018-03-01,2018-04-18
75,266,29,2018-01-02,2018-04-06
46,228,12,2017-03-15,2017-07-19
86,203,5,2017-03-26,2017-09-15
17,133,9,2017-09-01,2017-09-22
4,354,30,2018-03-01,2018-04-18
36,346,29,2018-01-02,2018-04-06
46,245,12,2017-03-15,2017-07-19
86,425,5,2017-03-26,2017-09-15
17,489,11,2017-03-23,2017-07-31
4,234,32,2018-03-22,2018-04-18
41,445,29,2018-01-02,2018-04-06
46,237,12,2017-03-15,2017-07-19
86,506,5,2017-03-26,2017-09-15
17,414,11,2017-03-23,2017-07-31
4,372,32,2018-03-22,2018-04-18
51,124,29,2018-01-02,2018-04-06
46,604,12,2017-03-15,2017-07-19
86,638,5,2017-03-26,2017-09-15
17,330,11,2017-03-23,2017-07-31
4,637,30,2018-03-01,2018-04-18
63,32,29,2018-01-02,2018-04-06
46,582,12,2017-03-15,2017-07-19
86,655,5,2017-03-26,2017-09-15
17,100,11,2017-03-23,2017-07-31
4,225,30,2018-03-01,2018-04-18
85,77,29,2018-01-02,2018-04-06
46,192,12,2017-03-15,2017-07-19
86,426,5,2017-03-26,2017-09-15
17,303,11,2017-03-23,2017-07-31
4,308,32,2018-03-22,2018-04-18
21,422,29,2018-01-02,2018-04-06
46,277,12,2017-03-15,2017-07-19
86,453,5,2017-03-26,2017-09-15
17,175,11,2017-03-23,2017-07-31
4,586,30,2018-03-01,2018-04-18
35,220,29,2018-01-02,2018-04-06
46,285,12,2017-03-15,2017-07-19
86,278,5,2017-03-26,2017-09-15
17,479,11,2017-03-23,2017-07-31
4,111,31,2018-03-01,2018-04-18
23,310,29,2018-01-02,2018-04-06
46,535,12,2017-03-15,2017-07-19
86,256,5,2017-03-26,2017-09-15
4,66,11,2017-03-23,2017-07-31
4,314,31,2018-03-01,2018-04-18
82,157,29,2018-01-02,2018-04-06
46,358,12,2017-03-15,2017-07-19
86,308,5,2017-03-26,2017-09-15
4,172,11,2017-03-23,2017-07-31
4,457,31,2018-03-01,2018-04-18
38,257,29,2018-01-02,2018-04-06
46,235,12,2017-03-15,2017-07-19
86,134,5,2017-03-26,2017-09-15
4,14,11,2017-03-23,2017-07-31
4,641,31,2018-03-01,2018-04-18
38,518,29,2018-01-02,2018-04-06
46,352,12,2017-03-15,2017-07-19
86,253,5,2017-03-26,2017-09-15
4,195,9,2017-09-01,2017-09-22
4,35,31,2018-03-01,2018-04-18
54,518,29,2018-01-02,2018-04-06
46,599,12,2017-03-15,2017-07-19
86,182,5,2017-03-26,2017-09-15
4,98,11,2017-03-23,2017-07-31
4,452,31,2018-03-01,2018-04-18
47,280,29,2018-01-02,2018-04-06
46,114,12,2017-03-15,2017-07-19
86,68,5,2017-03-26,2017-09-15
4,510,11,2017-03-23,2017-07-31
4,624,31,2018-03-01,2018-04-18
83,199,29,2018-01-02,2018-04-06
46,27,12,2017-03-15,2017-07-19
86,588,5,2017-03-26,2017-09-15
4,44,11,2017-03-23,2017-07-31
4,368,30,2018-03-01,2018-04-18
8,555,29,2018-01-02,2018-04-06
46,373,12,2017-03-15,2017-07-19
86,486,18,2017-02-22,2017-03-22
4,216,11,2017-03-23,2017-07-31
4,121,30,2018-03-01,2018-04-18
19,658,29,2018-01-02,2018-04-06
46,633,12,2017-03-15,2017-07-19
86,50,18,2017-02-22,2017-03-22
4,477,11,2017-03-23,2017-07-31
4,100,30,2018-03-01,2018-04-18
74,304,29,2018-01-02,2018-04-06
46,29,12,2017-03-15,2017-07-19
86,407,5,2017-03-26,2017-09-15
4,637,11,2017-03-23,2017-07-31
4,303,30,2018-03-01,2018-04-18
74,37,29,2018-01-02,2018-04-06
46,244,12,2017-03-15,2017-07-19
86,52,5,2017-03-26,2017-09-15
4,263,11,2017-03-23,2017-07-31
4,61,31,2018-03-01,2018-04-18
42,562,29,2018-01-02,2018-04-06
46,92,15,2017-03-23,2017-04-19
86,306,5,2017-03-26,2017-09-15
4,433,11,2017-03-23,2017-07-31
4,533,31,2018-03-01,2018-04-18
79,172,29,2018-01-02,2018-04-06
46,74,15,2017-03-23,2017-04-19
86,444,5,2017-03-26,2017-09-15
4,621,11,2017-03-23,2017-07-31
4,587,31,2018-03-01,2018-04-18
31,346,29,2018-01-02,2018-04-06
46,596,15,2017-03-23,2017-04-19
86,348,5,2017-03-26,2017-09-15
4,225,11,2017-03-23,2017-07-31
4,554,31,2018-03-01,2018-04-18
33,422,29,2018-01-02,2018-04-06
46,99,15,2017-03-23,2017-04-19
86,9,5,2017-03-26,2017-09-15
4,650,11,2017-03-23,2017-07-31
4,636,31,2018-03-01,2018-04-18
80,76,29,2018-01-02,2018-04-06
46,234,15,2017-03-23,2017-04-19
86,439,5,2017-03-26,2017-09-15
4,463,11,2017-03-23,2017-07-31
4,94,31,2018-03-01,2018-04-18
21,66,29,2018-01-02,2018-04-06
46,372,15,2017-03-23,2017-04-19
86,190,5,2017-03-26,2017-09-15
4,602,11,2017-03-23,2017-07-31
4,227,31,2018-03-01,2018-04-18
78,298,29,2018-01-02,2018-04-06
46,318,12,2017-03-15,2017-07-19
86,7,5,2017-03-26,2017-09-15
4,586,11,2017-03-23,2017-07-31
4,539,31,2018-03-01,2018-04-18
12,184,29,2018-01-02,2018-04-06
46,91,12,2017-03-15,2017-07-19
86,273,5,2017-03-26,2017-09-15
4,40,11,2017-03-23,2017-07-31
4,138,31,2018-03-01,2018-04-18
18,334,29,2018-01-02,2018-04-06
46,509,12,2017-03-15,2017-07-19
86,197,5,2017-03-26,2017-09-15
4,184,11,2017-03-23,2017-07-31
4,415,31,2018-03-01,2018-04-18
18,238,29,2018-01-02,2018-04-06
46,395,12,2017-03-15,2017-07-19
86,544,5,2017-03-26,2017-09-15
4,133,9,2017-09-01,2017-09-22
4,264,31,2018-03-01,2018-04-18
88,115,29,2018-01-02,2018-04-06
46,419,12,2017-03-15,2017-07-19
86,101,5,2017-03-26,2017-09-15
4,489,11,2017-03-23,2017-07-31
4,22,30,2018-03-01,2018-04-18
8,172,29,2018-01-02,2018-04-06
46,419,15,2017-03-23,2017-04-19
86,660,5,2017-03-26,2017-09-15
4,414,11,2017-03-23,2017-07-31
4,186,30,2018-03-01,2018-04-18
60,505,29,2018-01-02,2018-04-06
46,327,12,2017-03-15,2017-07-19
86,295,5,2017-03-26,2017-09-15
4,284,11,2017-03-23,2017-07-31
4,70,31,2018-03-01,2018-04-18
15,592,29,2018-01-02,2018-04-06
46,490,12,2017-03-15,2017-07-19
86,206,5,2017-03-26,2017-09-15
4,330,11,2017-03-23,2017-07-31
29,173,30,2018-03-01,2018-04-18
45,518,29,2018-01-02,2018-04-06
46,490,15,2017-03-23,2017-04-19
86,536,5,2017-03-26,2017-09-15
4,121,11,2017-03-23,2017-07-31
29,354,30,2018-03-01,2018-04-18
62,108,29,2018-01-02,2018-04-06
46,441,12,2017-03-15,2017-07-19
4,100,11,2017-03-23,2017-07-31
29,234,32,2018-03-22,2018-04-18
58,556,29,2018-01-02,2018-04-06
46,229,12,2017-03-15,2017-07-19
58,149,18,2017-02-22,2017-03-22
4,303,11,2017-03-23,2017-07-31
29,372,32,2018-03-22,2018-04-18
80,73,29,2018-01-02,2018-04-06
46,112,15,2017-03-23,2017-04-19
58,228,18,2017-02-22,2017-03-22
4,175,11,2017-03-23,2017-07-31
29,225,30,2018-03-01,2018-04-18
70,174,29,2018-01-02,2018-04-06
46,45,15,2017-03-23,2017-04-19
58,245,18,2017-02-22,2017-03-22
4,479,11,2017-03-23,2017-07-31
29,308,32,2018-03-22,2018-04-18
43,163,29,2018-01-02,2018-04-06
46,249,15,2017-03-23,2017-04-19
58,285,18,2017-02-22,2017-03-22
4,359,11,2017-03-23,2017-07-31
29,586,30,2018-03-01,2018-04-18
60,560,29,2018-01-02,2018-04-06
46,548,12,2017-03-15,2017-07-19
58,92,5,2017-03-26,2017-09-15
29,66,11,2017-03-23,2017-07-31
29,111,31,2018-03-01,2018-04-18
53,267,29,2018-01-02,2018-04-06
46,427,12,2017-03-15,2017-07-19
58,74,5,2017-03-26,2017-09-15
29,172,11,2017-03-23,2017-07-31
29,314,31,2018-03-01,2018-04-18
2,130,29,2018-01-02,2018-04-06
46,508,12,2017-03-15,2017-07-19
58,596,5,2017-03-26,2017-09-15
29,14,11,2017-03-23,2017-07-31
29,457,31,2018-03-01,2018-04-18
5,447,29,2018-01-02,2018-04-06
46,324,12,2017-03-15,2017-07-19
58,99,5,2017-03-26,2017-09-15
29,98,11,2017-03-23,2017-07-31
29,641,31,2018-03-01,2018-04-18
36,503,29,2018-01-02,2018-04-06
46,187,15,2017-03-23,2017-04-19
58,248,5,2017-03-26,2017-09-15
29,477,11,2017-03-23,2017-07-31
29,35,31,2018-03-01,2018-04-18
2,458,29,2018-01-02,2018-04-06
46,570,12,2017-03-15,2017-07-19
58,79,5,2017-03-26,2017-09-15
29,263,11,2017-03-23,2017-07-31
29,452,31,2018-03-01,2018-04-18
61,383,29,2018-01-02,2018-04-06
46,527,12,2017-03-15,2017-07-19
58,363,5,2017-03-26,2017-09-15
29,433,11,2017-03-23,2017-07-31
29,624,31,2018-03-01,2018-04-18
20,445,29,2018-01-02,2018-04-06
46,534,15,2017-03-23,2017-04-19
58,472,5,2017-03-26,2017-09-15
29,621,11,2017-03-23,2017-07-31
29,368,30,2018-03-01,2018-04-18
26,117,29,2018-01-02,2018-04-06
46,71,12,2017-03-15,2017-07-19
58,224,5,2017-03-26,2017-09-15
29,225,11,2017-03-23,2017-07-31
29,121,30,2018-03-01,2018-04-18
31,447,29,2018-01-02,2018-04-06
46,387,12,2017-03-15,2017-07-19
58,96,5,2017-03-26,2017-09-15
29,287,11,2017-03-23,2017-07-31
29,100,30,2018-03-01,2018-04-18
9,616,29,2018-01-02,2018-04-06
46,492,12,2017-03-15,2017-07-19
58,234,5,2017-03-26,2017-09-15
29,213,11,2017-03-23,2017-07-31
29,303,30,2018-03-01,2018-04-18
67,126,29,2018-01-02,2018-04-06
46,205,12,2017-03-15,2017-07-19
58,618,5,2017-03-26,2017-09-15
29,602,11,2017-03-23,2017-07-31
29,61,31,2018-03-01,2018-04-18
11,513,29,2018-01-02,2018-04-06
46,662,12,2017-03-15,2017-07-19
58,499,5,2017-03-26,2017-09-15
29,586,11,2017-03-23,2017-07-31
29,533,31,2018-03-01,2018-04-18
87,592,29,2018-01-02,2018-04-06
46,637,15,2017-03-23,2017-04-19
58,364,5,2017-03-26,2017-09-15
29,40,11,2017-03-23,2017-07-31
29,587,31,2018-03-01,2018-04-18
22,355,29,2018-01-02,2018-04-06
46,329,12,2017-03-15,2017-07-19
58,132,5,2017-03-26,2017-09-15
29,184,11,2017-03-23,2017-07-31
29,554,31,2018-03-01,2018-04-18
18,37,29,2018-01-02,2018-04-06
46,225,15,2017-03-23,2017-04-19
58,372,5,2017-03-26,2017-09-15
29,133,9,2017-09-01,2017-09-22
29,636,31,2018-03-01,2018-04-18
58,495,29,2018-01-02,2018-04-06
46,522,12,2017-03-15,2017-07-19
58,432,5,2017-03-26,2017-09-15
29,489,11,2017-03-23,2017-07-31
29,94,31,2018-03-01,2018-04-18
31,267,29,2018-01-02,2018-04-06
46,401,12,2017-03-15,2017-07-19
58,471,5,2017-03-26,2017-09-15
29,414,11,2017-03-23,2017-07-31
29,227,31,2018-03-01,2018-04-18
35,117,29,2018-01-02,2018-04-06
46,308,15,2017-03-23,2017-04-19
58,276,5,2017-03-26,2017-09-15
29,284,11,2017-03-23,2017-07-31
29,539,31,2018-03-01,2018-04-18
37,163,29,2018-01-02,2018-04-06
46,542,12,2017-03-15,2017-07-19
58,581,5,2017-03-26,2017-09-15
29,330,11,2017-03-23,2017-07-31
29,138,31,2018-03-01,2018-04-18
75,385,29,2018-01-02,2018-04-06
46,519,12,2017-03-15,2017-07-19
58,125,5,2017-03-26,2017-09-15
29,121,11,2017-03-23,2017-07-31
29,415,31,2018-03-01,2018-04-18
40,393,29,2018-01-02,2018-04-06
46,586,15,2017-03-23,2017-04-19
58,275,5,2017-03-26,2017-09-15
29,100,11,2017-03-23,2017-07-31
29,264,31,2018-03-01,2018-04-18
2,543,29,2018-01-02,2018-04-06
46,515,12,2017-03-15,2017-07-19
58,268,5,2017-03-26,2017-09-15
29,303,11,2017-03-23,2017-07-31
29,22,30,2018-03-01,2018-04-18
5,93,29,2018-01-02,2018-04-06
46,635,12,2017-03-15,2017-07-19
58,598,5,2017-03-26,2017-09-15
29,175,11,2017-03-23,2017-07-31
29,281,31,2018-03-01,2018-04-18
68,93,29,2018-01-02,2018-04-06
46,398,12,2017-03-15,2017-07-19
58,577,5,2017-03-26,2017-09-15
29,479,11,2017-03-23,2017-07-31
29,54,31,2018-03-01,2018-04-18
7,37,29,2018-01-02,2018-04-06
46,111,12,2017-03-15,2017-07-19
58,318,18,2017-02-22,2017-03-22
61,66,11,2017-03-23,2017-07-31
29,19,31,2018-03-01,2018-04-18
28,360,29,2018-01-02,2018-04-06
46,111,15,2017-03-23,2017-04-19
58,91,18,2017-02-22,2017-03-22
61,172,11,2017-03-23,2017-07-31
29,12,31,2018-03-01,2018-04-18
60,73,29,2018-01-02,2018-04-06
46,166,12,2017-03-15,2017-07-19
58,312,18,2017-02-22,2017-03-22
61,14,11,2017-03-23,2017-07-31
29,507,31,2018-03-01,2018-04-18
10,242,29,2018-01-02,2018-04-06
46,297,12,2017-03-15,2017-07-19
58,203,5,2017-03-26,2017-09-15
61,195,9,2017-09-01,2017-09-22
29,70,31,2018-03-01,2018-04-18
8,170,29,2018-01-02,2018-04-06
46,49,12,2017-03-15,2017-07-19
58,425,5,2017-03-26,2017-09-15
61,133,9,2017-09-01,2017-09-22
61,173,30,2018-03-01,2018-04-18
58,429,29,2018-01-02,2018-04-06
46,412,12,2017-03-15,2017-07-19
58,506,5,2017-03-26,2017-09-15
61,414,11,2017-03-23,2017-07-31
61,354,30,2018-03-01,2018-04-18
48,650,29,2018-01-02,2018-04-06
46,109,12,2017-03-15,2017-07-19
58,638,5,2017-03-26,2017-09-15
61,303,11,2017-03-23,2017-07-31
61,636,31,2018-03-01,2018-04-18
73,541,29,2018-01-02,2018-04-06
46,631,12,2017-03-15,2017-07-19
58,655,5,2017-03-26,2017-09-15
50,66,11,2017-03-23,2017-07-31
61,94,31,2018-03-01,2018-04-18
81,651,29,2018-01-02,2018-04-06
46,406,12,2017-03-15,2017-07-19
58,426,5,2017-03-26,2017-09-15
50,172,11,2017-03-23,2017-07-31
61,227,31,2018-03-01,2018-04-18
38,481,29,2018-01-02,2018-04-06
46,219,12,2017-03-15,2017-07-19
58,453,5,2017-03-26,2017-09-15
50,14,11,2017-03-23,2017-07-31
61,539,31,2018-03-01,2018-04-18
52,491,29,2018-01-02,2018-04-06
46,397,12,2017-03-15,2017-07-19
58,278,5,2017-03-26,2017-09-15
50,201,11,2017-03-23,2017-07-31
61,138,31,2018-03-01,2018-04-18
52,267,29,2018-01-02,2018-04-06
46,314,12,2017-03-15,2017-07-19
58,256,5,2017-03-26,2017-09-15
50,254,11,2017-03-23,2017-07-31
61,415,31,2018-03-01,2018-04-18
51,513,29,2018-01-02,2018-04-06
46,314,15,2017-03-23,2017-04-19
58,400,5,2017-03-26,2017-09-15
50,160,11,2017-03-23,2017-07-31
61,264,31,2018-03-01,2018-04-18
23,40,29,2018-01-02,2018-04-06
46,457,12,2017-03-15,2017-07-19
58,350,5,2017-03-26,2017-09-15
50,361,11,2017-03-23,2017-07-31
61,22,30,2018-03-01,2018-04-18
50,262,29,2018-01-02,2018-04-06
46,457,15,2017-03-23,2017-04-19
58,308,5,2017-03-26,2017-09-15
50,574,11,2017-03-23,2017-07-31
61,186,30,2018-03-01,2018-04-18
46,424,29,2018-01-02,2018-04-06
46,641,12,2017-03-15,2017-07-19
58,134,5,2017-03-26,2017-09-15
50,195,9,2017-09-01,2017-09-22
61,70,31,2018-03-01,2018-04-18
82,77,29,2018-01-02,2018-04-06
46,641,15,2017-03-23,2017-04-19
58,253,5,2017-03-26,2017-09-15
50,553,11,2017-03-23,2017-07-31
50,173,30,2018-03-01,2018-04-18
58,310,29,2018-01-02,2018-04-06
46,35,12,2017-03-15,2017-07-19
58,182,5,2017-03-26,2017-09-15
50,98,11,2017-03-23,2017-07-31
50,208,30,2018-03-01,2018-04-18
22,157,29,2018-01-02,2018-04-06
46,35,15,2017-03-23,2017-04-19
58,68,5,2017-03-26,2017-09-15
50,567,11,2017-03-23,2017-07-31
50,354,30,2018-03-01,2018-04-18
19,468,29,2018-01-02,2018-04-06
46,452,12,2017-03-15,2017-07-19
58,588,5,2017-03-26,2017-09-15
50,498,11,2017-03-23,2017-07-31
50,234,32,2018-03-22,2018-04-18
51,40,29,2018-01-02,2018-04-06
46,452,15,2017-03-23,2017-04-19
58,486,18,2017-02-22,2017-03-22
50,372,32,2018-03-22,2018-04-18
42,428,29,2018-01-02,2018-04-06
46,624,12,2017-03-15,2017-07-19
58,50,18,2017-02-22,2017-03-22
50,510,11,2017-03-23,2017-07-31
50,637,30,2018-03-01,2018-04-18
88,422,29,2018-01-02,2018-04-06
46,624,15,2017-03-23,2017-04-19
58,407,5,2017-03-26,2017-09-15
50,44,11,2017-03-23,2017-07-31
50,225,30,2018-03-01,2018-04-18
58,119,29,2018-01-02,2018-04-06
46,642,12,2017-03-15,2017-07-19
58,52,5,2017-03-26,2017-09-15
50,216,11,2017-03-23,2017-07-31
50,308,32,2018-03-22,2018-04-18
57,445,29,2018-01-02,2018-04-06
46,368,15,2017-03-23,2017-04-19
58,306,5,2017-03-26,2017-09-15
50,477,11,2017-03-23,2017-07-31
50,586,30,2018-03-01,2018-04-18
75,108,29,2018-01-02,2018-04-06
46,121,15,2017-03-23,2017-04-19
58,444,5,2017-03-26,2017-09-15
50,637,11,2017-03-23,2017-07-31
50,111,31,2018-03-01,2018-04-18
52,477,29,2018-01-02,2018-04-06
46,100,15,2017-03-23,2017-04-19
58,282,5,2017-03-26,2017-09-15
50,263,11,2017-03-23,2017-07-31
50,314,31,2018-03-01,2018-04-18
65,485,29,2018-01-02,2018-04-06
46,303,15,2017-03-23,2017-04-19
58,283,5,2017-03-26,2017-09-15
50,621,11,2017-03-23,2017-07-31
50,457,31,2018-03-01,2018-04-18
71,127,29,2018-01-02,2018-04-06
46,61,15,2017-03-23,2017-04-19
58,348,5,2017-03-26,2017-09-15
50,225,11,2017-03-23,2017-07-31
50,641,31,2018-03-01,2018-04-18
12,382,29,2018-01-02,2018-04-06
46,533,15,2017-03-23,2017-04-19
58,9,5,2017-03-26,2017-09-15
50,650,11,2017-03-23,2017-07-31
50,35,31,2018-03-01,2018-04-18
75,518,29,2018-01-02,2018-04-06
46,587,15,2017-03-23,2017-04-19
58,128,5,2017-03-26,2017-09-15
50,287,11,2017-03-23,2017-07-31
50,452,31,2018-03-01,2018-04-18
85,172,29,2018-01-02,2018-04-06
46,554,12,2017-03-15,2017-07-19
58,376,5,2017-03-26,2017-09-15
50,213,11,2017-03-23,2017-07-31
50,624,31,2018-03-01,2018-04-18
13,369,29,2018-01-02,2018-04-06
46,554,15,2017-03-23,2017-04-19
58,439,5,2017-03-26,2017-09-15
50,463,11,2017-03-23,2017-07-31
50,368,30,2018-03-01,2018-04-18
67,456,29,2018-01-02,2018-04-06
46,70,12,2017-03-15,2017-07-19
58,190,5,2017-03-26,2017-09-15
50,602,11,2017-03-23,2017-07-31
50,121,30,2018-03-01,2018-04-18
41,514,29,2018-01-02,2018-04-06
46,70,15,2017-03-23,2017-04-19
58,7,5,2017-03-26,2017-09-15
50,586,11,2017-03-23,2017-07-31
50,100,30,2018-03-01,2018-04-18
86,591,29,2018-01-02,2018-04-06
30,173,15,2017-03-23,2017-04-19
58,43,5,2017-03-26,2017-09-15
50,40,11,2017-03-23,2017-07-31
50,303,30,2018-03-01,2018-04-18
10,32,29,2018-01-02,2018-04-06
58,576,5,2017-03-26,2017-09-15
50,133,9,2017-09-01,2017-09-22
50,61,31,2018-03-01,2018-04-18
6,159,29,2018-01-02,2018-04-06
30,647,12,2017-03-15,2017-07-19
58,16,5,2017-03-26,2017-09-15
50,489,11,2017-03-23,2017-07-31
50,533,31,2018-03-01,2018-04-18
82,165,29,2018-01-02,2018-04-06
30,149,12,2017-03-15,2017-07-19
58,420,5,2017-03-26,2017-09-15
50,414,11,2017-03-23,2017-07-31
50,587,31,2018-03-01,2018-04-18
78,355,29,2018-01-02,2018-04-06
30,208,15,2017-03-23,2017-04-19
58,273,5,2017-03-26,2017-09-15
50,284,11,2017-03-23,2017-07-31
50,554,31,2018-03-01,2018-04-18
67,254,29,2018-01-02,2018-04-06
30,353,12,2017-03-15,2017-07-19
58,197,5,2017-03-26,2017-09-15
50,330,11,2017-03-23,2017-07-31
50,636,31,2018-03-01,2018-04-18
74,552,29,2018-01-02,2018-04-06
30,228,12,2017-03-15,2017-07-19
58,544,5,2017-03-26,2017-09-15
50,121,11,2017-03-23,2017-07-31
50,227,31,2018-03-01,2018-04-18
63,313,29,2018-01-02,2018-04-06
30,245,12,2017-03-15,2017-07-19
58,483,5,2017-03-26,2017-09-15
50,100,11,2017-03-23,2017-07-31
50,539,31,2018-03-01,2018-04-18
25,313,29,2018-01-02,2018-04-06
30,237,12,2017-03-15,2017-07-19
58,101,5,2017-03-26,2017-09-15
50,303,11,2017-03-23,2017-07-31
50,138,31,2018-03-01,2018-04-18
29,156,29,2018-01-02,2018-04-06
30,582,12,2017-03-15,2017-07-19
58,660,5,2017-03-26,2017-09-15
50,175,11,2017-03-23,2017-07-31
50,415,31,2018-03-01,2018-04-18
83,445,29,2018-01-02,2018-04-06
30,192,12,2017-03-15,2017-07-19
58,295,5,2017-03-26,2017-09-15
50,479,11,2017-03-23,2017-07-31
50,264,31,2018-03-01,2018-04-18
76,355,29,2018-01-02,2018-04-06
30,277,12,2017-03-15,2017-07-19
58,206,5,2017-03-26,2017-09-15
59,66,11,2017-03-23,2017-07-31
50,22,30,2018-03-01,2018-04-18
86,174,29,2018-01-02,2018-04-06
30,285,12,2017-03-15,2017-07-19
58,536,5,2017-03-26,2017-09-15
